postId,createdAt,visibility,updatedAt,content,mediaUrls,groupId,sharedFromPostId
P00876,2025-09-15T03:55:05,public,2026-02-20T12:16:49,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G061,
P00877,2025-09-19T03:13:08,public,2026-01-12T11:17:05,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_00877.jpg,G073,
P00878,2025-08-23T17:37:15,public,2026-03-04T00:52:36,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_00878.jpg,,
P00879,2025-08-21T06:09:59,public,2025-10-17T02:20:50,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,,
P00880,2025-07-09T23:44:41,public,2026-01-27T19:49:51,Mình đang học design system.,https://example.com/media/post_00880.jpg,G029,
P00881,2026-02-24T17:33:16,group,2026-03-24T00:07:34,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G014,
P00882,2025-01-06T12:11:14,friends,2025-10-08T11:29:34,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G042,
P00883,2025-01-12T02:34:15,public,2026-02-11T07:33:58,Chia sẻ case branding mình thấy khá hay.,https://example.com/media/post_00883.jpg,,
P00884,2025-08-19T19:42:34,public,2025-10-16T17:45:32,Ai có bài tập Neo4j hay cho mình xin với.,,,
P00885,2026-03-05T04:13:58,public,2026-03-30T05:12:49,Chia sẻ bộ từ vựng chủ đề education.,,G084,
P00886,2026-03-15T04:38:12,friends,2026-03-28T03:05:38,Mọi người học IELTS listening bằng nguồn nào?,,,
P00887,2025-04-27T02:05:18,friends,2025-10-11T21:19:39,Ai có bài tập Neo4j hay cho mình xin với.,,,
P00888,2024-11-20T20:10:04,group,2025-03-21T17:42:27,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G066,
P00889,2025-10-22T13:20:41,public,2025-10-22T19:47:00,Chia sẻ bộ từ vựng chủ đề education.,,,
P00890,2024-10-24T02:56:20,group,2026-02-14T07:16:08,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_00890.jpg,,
P00891,2025-11-17T02:03:13,group,2026-04-01T05:04:23,Mọi người góp ý giúp mình layout này với.,https://example.com/media/post_00891.jpg,,
P00892,2025-12-28T05:33:02,group,2026-02-17T03:00:04,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,,
P00893,2026-02-17T09:28:53,group,2026-03-27T19:25:59,Có ai đang học system design không?,https://example.com/media/post_00893.jpg,G057,
P00894,2024-06-14T05:08:51,friends,2024-09-11T12:08:28,Có ai muốn lập nhóm học FP&A không?,https://example.com/media/post_00894.jpg,G064,
P00895,2025-07-18T14:37:55,public,2025-09-09T18:56:42,Chia sẻ tài liệu SQL cơ bản cho người mới.,https://example.com/media/post_00895.jpg,G031,
P00896,2024-08-11T21:26:48,public,2025-10-10T11:11:57,Có ai muốn lập nhóm học FP&A không?,https://example.com/media/post_00896.jpg,,
P00897,2026-03-04T04:48:46,friends,2026-03-05T00:20:51,Mọi người học IELTS listening bằng nguồn nào?,,,
P00898,2026-02-11T19:44:07,group,2026-03-14T09:13:41,Mọi người học IELTS listening bằng nguồn nào?,,,
P00899,2026-03-14T01:02:13,friends,2026-03-17T00:48:18,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_00899.jpg,G081,
P00900,2026-02-21T13:05:46,public,2026-03-22T12:43:48,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G071,
P00901,2026-02-12T02:19:32,public,2026-03-23T01:44:37,Mình đang học design system.,,G033,
P00902,2025-04-08T21:43:37,public,2025-12-16T23:56:07,Mọi người góp ý giúp mình layout này với.,https://example.com/media/post_00902.jpg,G074,
P00903,2026-03-25T08:17:57,friends,2026-03-28T13:39:18,Typography nào dễ dùng cho mobile app?,,,
P00904,2024-10-03T08:07:30,public,2024-10-14T16:19:03,Chia sẻ case branding mình thấy khá hay.,,,
P00905,2026-03-22T16:32:29,group,2026-04-01T17:57:52,Neo4j dùng cho friend suggestion khá hợp.,,,
P00906,2025-06-21T23:07:42,public,2026-03-04T05:58:02,Có ai đang học system design không?,,G051,
P00907,2025-02-26T18:52:18,public,2026-03-04T01:01:38,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,G016,
P00908,2026-01-09T23:56:16,group,2026-03-03T15:51:16,Ai có bài tập Neo4j hay cho mình xin với.,https://example.com/media/post_00908.jpg,G075,
P00909,2024-06-07T22:46:27,public,2025-06-08T16:15:46,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G018,
P00910,2026-03-20T16:14:27,public,2026-03-29T21:59:17,Ai muốn luyện speaking buổi tối không?,,,
P00911,2025-06-26T17:16:08,friends,2025-11-15T12:05:19,Có ai đang học system design không?,https://example.com/media/post_00911.jpg,,
P00912,2026-02-16T11:45:16,group,2026-03-18T21:35:47,Có ai muốn lập nhóm học FP&A không?,https://example.com/media/post_00912.jpg,,
P00913,2024-11-28T07:54:19,friends,2025-03-04T16:24:21,Mình đang phân tích hành vi khách hàng cho shop.,,G075,
P00914,2025-04-03T13:30:16,group,2025-04-22T06:08:56,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,https://example.com/media/post_00914.jpg,G010,
P00915,2026-03-06T14:54:16,public,2026-03-13T06:09:02,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G064,
P00916,2026-03-11T06:19:47,group,2026-03-26T16:53:12,Mình đang phân tích hành vi khách hàng cho shop.,https://example.com/media/post_00916.jpg,G049,
P00917,2025-10-12T05:29:25,group,2025-11-30T14:59:01,Có ai đang học system design không?,,,
P00918,2025-10-01T14:20:24,public,2025-12-19T20:28:25,Chia sẻ bộ từ vựng chủ đề education.,,G023,
P00919,2025-03-06T14:43:34,friends,2026-01-21T03:38:23,Mình đang học design system.,,,
P00920,2025-08-09T17:06:04,public,2026-01-18T02:44:21,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_00920.jpg,,
P00921,2025-08-13T15:22:24,public,2026-01-08T23:43:24,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_00921.jpg,G040,
P00922,2026-03-25T15:26:49,group,2026-04-01T05:37:10,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,G086,
P00923,2026-01-14T19:05:00,public,2026-03-03T22:22:36,Chia sẻ bộ từ vựng chủ đề education.,,G038,
P00924,2026-01-26T17:53:06,public,2026-03-21T11:46:04,Ai có bài tập Neo4j hay cho mình xin với.,,G045,
P00925,2025-02-21T01:51:24,public,2025-03-15T14:20:09,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,,
P00926,2025-10-20T12:06:08,friends,2026-03-21T22:43:59,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,G035,
P00927,2025-12-14T16:46:12,public,2026-01-08T12:54:17,Có ai đã chạy A/B test cho landing page chưa?,https://example.com/media/post_00927.jpg,G085,
P00928,2026-02-16T15:47:35,public,2026-03-12T21:11:14,Mình đang học về quy trình sales ops.,,G070,
P00929,2025-09-16T01:01:04,public,2026-02-08T22:33:12,Có ai học dataset Olist không?,,,
P00930,2025-07-12T14:26:43,friends,2025-07-22T13:22:00,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,https://example.com/media/post_00930.jpg,G047,
P00931,2025-10-27T20:58:26,public,2026-02-03T23:17:53,Mọi người nghĩ sao về product-market fit?,https://example.com/media/post_00931.jpg,G043,
P00932,2025-04-29T12:06:40,public,2025-10-21T14:40:08,Bài này giải thích khá dễ về budgeting.,,G064,
P00933,2024-03-18T16:00:35,public,2024-05-17T13:21:28,Có ai từng làm growth experiment cho startup chưa?,,G077,
P00934,2024-12-01T11:10:01,public,2025-07-06T05:54:28,Mình đang học quản trị dòng tiền.,,,
P00935,2025-12-09T05:53:27,public,2026-03-11T07:24:22,Mình đang học design system.,,,
P00936,2025-09-26T07:27:43,public,2025-10-20T16:20:31,Chia sẻ case branding mình thấy khá hay.,,,
P00937,2025-11-18T00:33:10,public,2025-12-23T05:48:02,Ai có bài tập Neo4j hay cho mình xin với.,https://example.com/media/post_00937.jpg,G075,
P00938,2026-02-21T18:10:33,group,2026-03-09T10:02:45,Ai có bài tập Neo4j hay cho mình xin với.,https://example.com/media/post_00938.jpg,,
P00939,2025-03-22T05:23:55,public,2025-04-07T16:51:34,Mình đang học quản trị dòng tiền.,,,
P00940,2025-07-05T02:00:50,public,2025-07-14T03:38:25,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G017,
P00941,2026-01-03T13:26:58,public,2026-02-11T02:56:13,Mình đang học về quy trình sales ops.,,G034,
P00942,2026-03-05T12:11:58,friends,2026-04-01T03:18:34,Ai muốn luyện speaking buổi tối không?,,,
P00943,2025-11-30T12:14:02,public,2025-12-18T03:09:29,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,G045,
P00944,2026-01-21T22:05:22,public,2026-03-12T04:24:49,Mình cần template content plan cho fanpage.,,G025,
P00945,2024-11-24T09:56:52,group,2025-10-14T07:20:45,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,,
P00946,2026-02-19T16:39:48,group,2026-03-20T20:19:58,Mình đang phân tích hành vi khách hàng cho shop.,,G026,
P00947,2024-05-12T19:08:47,public,2025-04-15T10:19:10,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_00947.jpg,,
P00948,2024-09-13T21:56:22,group,2025-03-27T11:58:54,Case study này khá hay cho team kinh doanh.,,,
P00949,2025-05-13T13:48:19,public,2025-11-06T03:50:39,Mình đang học quản trị dòng tiền.,,,
P00950,2025-06-18T11:42:46,public,2025-11-29T22:01:11,Mình cần bạn học writing task 2.,,,
P00951,2025-08-03T16:59:25,public,2025-11-07T09:21:33,Bài này giải thích khá dễ về budgeting.,,G044,
P00952,2026-03-18T23:00:42,public,2026-03-31T17:11:26,Có ai từng làm growth experiment cho startup chưa?,,,
P00953,2026-03-28T18:27:37,friends,2026-04-01T03:13:14,Mình cần template content plan cho fanpage.,,G089,
P00954,2025-11-17T18:18:31,group,2026-03-20T04:15:10,Mình đang học về quy trình sales ops.,,G032,
P00955,2025-03-06T23:18:14,public,2025-09-21T23:42:30,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G044,
P00956,2025-05-07T11:06:17,public,2025-08-02T23:02:52,Có ai muốn lập nhóm học FP&A không?,,,
P00957,2026-03-29T16:01:35,group,2026-04-01T00:14:31,Có ai muốn lập nhóm học FP&A không?,,G044,
P00958,2026-04-01T03:54:02,public,2026-04-01T13:26:28,Neo4j dùng cho friend suggestion khá hợp.,,,
P00959,2025-11-16T23:38:45,group,2026-03-19T16:29:57,Mình đang phân tích hành vi khách hàng cho shop.,,,
P00960,2025-12-02T21:49:23,group,2026-02-02T03:14:42,Mình đang phân tích hành vi khách hàng cho shop.,,,
P00961,2025-05-07T05:35:09,group,2025-08-05T21:33:49,Mọi người nghĩ sao về product-market fit?,,G077,
P00962,2026-03-30T11:57:15,group,2026-04-01T22:39:25,Mình cần bạn học writing task 2.,,,
P00963,2026-01-09T22:47:26,public,2026-02-13T23:10:08,Bài này giải thích khá dễ về budgeting.,,,
P00964,2024-04-04T02:47:41,group,2025-02-28T23:01:59,Mọi người học IELTS listening bằng nguồn nào?,,G072,
P00965,2025-09-28T22:28:05,public,2026-02-10T16:03:46,Mọi người nghĩ sao về product-market fit?,,,
P00966,2025-03-05T19:18:17,public,2025-09-08T16:19:02,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_00966.jpg,,
P00967,2025-05-10T12:23:44,public,2025-11-21T20:08:21,Mọi người recommend tài liệu Spring Boot nhé.,,G046,
P00968,2025-08-02T14:04:33,public,2025-08-18T08:11:40,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,,
P00969,2025-08-29T15:19:45,public,2026-03-26T01:55:34,Mình cần template content plan cho fanpage.,,,
P00970,2025-05-02T00:33:14,group,2025-12-15T18:05:16,Ai có bài tập Neo4j hay cho mình xin với.,,,
P00971,2025-03-20T04:29:45,group,2025-05-20T04:19:03,Có ai từng làm growth experiment cho startup chưa?,,G063,
P00972,2025-02-12T13:51:30,public,2025-04-30T16:15:24,Case study này khá hay cho team kinh doanh.,,,
P00973,2025-03-27T02:47:25,public,2025-07-06T12:06:14,Mình cần bạn học writing task 2.,https://example.com/media/post_00973.jpg,G042,
P00974,2025-03-15T01:27:14,friends,2025-12-17T17:42:03,Chia sẻ bộ từ vựng chủ đề education.,,,
P00975,2025-09-08T18:29:22,public,2026-02-14T10:10:46,Bài này giải thích khá dễ về budgeting.,,G064,
P00976,2026-03-18T06:48:56,group,2026-03-22T03:35:19,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G081,
P00977,2025-12-25T12:45:19,friends,2026-01-27T07:31:04,Ai có bài tập Neo4j hay cho mình xin với.,https://example.com/media/post_00977.jpg,G045,
P00978,2025-11-07T06:41:18,group,2026-01-02T16:09:57,Mọi người nghĩ sao về product-market fit?,https://example.com/media/post_00978.jpg,G032,
P00979,2026-03-12T01:07:41,group,2026-03-26T05:44:37,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_00979.jpg,,
P00980,2026-02-09T19:01:57,public,2026-03-20T21:25:16,Typography nào dễ dùng cho mobile app?,,,
P00981,2024-11-18T11:07:26,group,2025-09-18T06:03:36,Mình đang phân tích hành vi khách hàng cho shop.,,G076,
P00982,2025-12-30T14:39:10,group,2026-03-09T08:38:10,Case study này khá hay cho team kinh doanh.,https://example.com/media/post_00982.jpg,,
P00983,2025-04-10T09:04:29,group,2025-08-03T06:38:55,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_00983.jpg,,
P00984,2025-09-12T05:16:47,public,2025-09-14T11:45:59,Mọi người dùng KPI nào để đo hiệu quả content?,,,
P00985,2026-03-11T03:37:01,public,2026-04-01T20:38:42,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00985.jpg,G067,
P00986,2026-02-27T02:36:04,group,2026-03-09T00:17:16,Bài này giải thích khá dễ về budgeting.,https://example.com/media/post_00986.jpg,G048,
P00987,2026-03-28T22:14:27,group,2026-03-30T03:07:11,Case study này khá hay cho team kinh doanh.,,,
P00988,2025-11-05T09:27:21,public,2026-01-30T04:08:47,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_00988.jpg,G063,
P00989,2025-01-31T13:55:09,public,2025-06-06T10:44:22,Ai có bài tập Neo4j hay cho mình xin với.,,G061,
P00990,2025-03-03T06:36:28,public,2025-04-27T18:40:50,Có ai học dataset Olist không?,,,
P00991,2025-09-30T02:55:20,public,2026-01-11T11:13:22,Có ai đang học system design không?,https://example.com/media/post_00991.jpg,G058,
P00992,2024-02-04T16:22:32,public,2026-01-12T14:24:08,Có ai đã chạy A/B test cho landing page chưa?,,,
P00993,2025-05-06T07:04:52,public,2025-11-22T09:46:49,Mọi người nghĩ sao về product-market fit?,https://example.com/media/post_00993.jpg,G063,
P00994,2025-05-27T00:01:11,group,2026-01-08T09:12:46,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_00994.jpg,,
P00995,2025-07-26T23:31:43,group,2025-07-30T06:30:10,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_00995.jpg,,
P00996,2024-11-22T12:52:27,public,2025-09-02T11:48:21,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,https://example.com/media/post_00996.jpg,,
P00997,2026-01-31T22:15:22,friends,2026-03-09T01:40:34,Ai có bài tập Neo4j hay cho mình xin với.,,,
P00998,2025-11-18T05:41:29,group,2026-01-07T04:00:06,Mọi người recommend tài liệu Spring Boot nhé.,,G055,
P00999,2025-02-13T03:44:05,group,2025-09-03T04:51:39,Có ai học dataset Olist không?,https://example.com/media/post_00999.jpg,,
P01000,2026-02-11T18:05:01,public,2026-03-18T06:44:23,Ai muốn luyện speaking buổi tối không?,,G036,
P01001,2026-03-07T09:48:15,public,2026-03-29T07:38:03,Bài này giải thích khá dễ về budgeting.,,,
P01002,2026-03-23T06:51:41,public,2026-03-30T10:17:00,Mình đang học design system.,,,
P01003,2025-09-11T10:51:33,public,2026-03-22T07:32:40,Có ai muốn lập nhóm học FP&A không?,https://example.com/media/post_01003.jpg,G014,
P01004,2025-05-16T14:01:39,public,2025-11-23T11:35:40,Mọi người nghĩ sao về product-market fit?,,,
P01005,2026-03-26T01:48:15,friends,2026-03-31T16:45:04,Có ai đã chạy A/B test cho landing page chưa?,https://example.com/media/post_01005.jpg,,
P01006,2026-01-06T15:46:30,public,2026-02-28T16:26:16,Mình cần bạn học writing task 2.,,G072,
P01007,2026-03-07T00:46:13,public,2026-03-09T03:14:10,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,,
P01008,2026-02-14T04:14:38,group,2026-02-16T12:53:31,Mình cần template content plan cho fanpage.,,G085,
P01009,2024-09-23T00:09:11,public,2024-12-07T11:39:27,Ai có bài tập Neo4j hay cho mình xin với.,,G066,
P01010,2025-11-01T01:21:15,public,2026-02-23T01:45:52,Mọi người nghĩ sao về product-market fit?,,G080,
P01011,2026-02-08T04:17:54,friends,2026-03-16T15:30:05,Có ai muốn lập nhóm học FP&A không?,,,
P01012,2024-09-18T07:05:34,public,2026-03-01T15:40:21,Mình đang học quản trị dòng tiền.,,G016,
P01013,2026-02-25T02:30:50,friends,2026-04-01T14:50:10,Mình cần bạn học writing task 2.,https://example.com/media/post_01013.jpg,,
P01014,2026-01-15T13:25:48,public,2026-03-07T00:38:52,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G015,
P01015,2026-03-30T11:00:18,group,2026-03-31T02:24:23,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,G045,
P01016,2026-02-17T14:26:51,group,2026-02-23T12:21:51,Mình đang học quản trị dòng tiền.,,G017,
P01017,2025-10-14T23:50:53,friends,2026-01-07T19:28:58,Có ai đã chạy A/B test cho landing page chưa?,,G073,
P01018,2026-03-01T09:00:01,public,2026-03-02T15:28:20,Có ai từng làm growth experiment cho startup chưa?,,,
P01019,2025-07-09T22:43:14,public,2026-03-03T07:09:48,Có ai học dataset Olist không?,,,
P01020,2026-01-22T21:43:49,public,2026-03-26T07:28:50,Chia sẻ tài liệu SQL cơ bản cho người mới.,,,
P01021,2026-03-21T23:06:04,group,2026-03-31T03:03:13,Chia sẻ tài liệu SQL cơ bản cho người mới.,https://example.com/media/post_01021.jpg,G066,
P01022,2026-02-26T08:00:23,group,2026-03-29T05:11:22,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_01022.jpg,,
P01023,2026-02-06T16:01:51,friends,2026-03-26T08:46:51,"Mình đang build app nhỏ bằng React, cần góp ý UI.",https://example.com/media/post_01023.jpg,G058,
P01024,2025-04-24T19:08:05,friends,2025-09-23T05:46:44,Mọi người học IELTS listening bằng nguồn nào?,,,
P01025,2025-11-24T01:57:38,public,2026-02-06T20:07:43,Có ai đã chạy A/B test cho landing page chưa?,,G025,
P01026,2024-12-26T17:36:24,public,2025-10-31T23:07:20,Bài này giải thích khá dễ về budgeting.,https://example.com/media/post_01026.jpg,G017,
P01027,2025-05-16T18:46:08,public,2025-06-29T05:07:39,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,,
P01028,2025-07-11T18:27:07,public,2025-11-26T01:22:46,Có ai đã chạy A/B test cho landing page chưa?,https://example.com/media/post_01028.jpg,G084,
P01029,2024-12-23T15:18:09,public,2025-07-15T19:24:17,Có ai muốn lập nhóm học FP&A không?,,G064,
P01030,2026-04-01T04:55:15,public,2026-04-01T19:07:14,Mình đang học quản trị dòng tiền.,,G017,
P01031,2026-02-05T00:31:38,group,2026-03-20T01:11:58,Chia sẻ bộ từ vựng chủ đề education.,,G084,
P01032,2025-09-04T14:54:53,public,2025-09-14T23:34:01,Case study này khá hay cho team kinh doanh.,,G077,
P01033,2026-02-10T04:44:02,public,2026-02-14T22:31:57,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,,
P01034,2026-03-05T02:36:05,public,2026-03-25T16:37:55,Mình cần template content plan cho fanpage.,https://example.com/media/post_01034.jpg,G047,
P01035,2026-01-24T08:20:13,group,2026-03-08T23:36:23,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_01035.jpg,,
P01036,2025-02-26T06:27:09,group,2025-12-19T07:19:35,Mọi người nghĩ sao về product-market fit?,,G037,
P01037,2025-08-27T02:50:23,group,2026-03-07T23:19:03,Case study này khá hay cho team kinh doanh.,,G003,
P01038,2026-01-22T13:45:22,group,2026-03-28T01:58:24,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,https://example.com/media/post_01038.jpg,G018,
P01039,2025-08-09T02:26:50,public,2025-11-04T00:41:50,Mọi người dùng KPI nào để đo hiệu quả content?,,,
P01040,2025-11-16T05:59:19,public,2026-03-22T12:15:59,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,,,
P01041,2026-02-27T03:38:51,group,2026-03-18T04:47:07,Ai muốn luyện speaking buổi tối không?,,,
P01042,2026-01-06T22:35:51,group,2026-01-17T09:14:36,Mình cần template content plan cho fanpage.,,G040,
P01043,2025-11-11T05:58:07,friends,2026-02-08T00:21:14,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,,
P01044,2025-12-20T09:16:28,group,2026-02-05T18:08:56,Mình đang học design system.,,,
P01045,2026-03-17T18:57:59,friends,2026-03-31T22:11:08,Có ai từng làm growth experiment cho startup chưa?,,,
P01046,2025-07-14T19:58:19,public,2025-11-24T10:50:25,Mọi người recommend tài liệu Spring Boot nhé.,,G006,
P01047,2026-03-05T22:09:52,friends,2026-03-13T06:53:19,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,https://example.com/media/post_01047.jpg,,
P01048,2024-12-03T14:51:51,public,2025-04-14T03:49:33,Mình đang phân tích hành vi khách hàng cho shop.,,,
P01049,2025-12-07T09:01:41,public,2025-12-15T11:27:24,Có ai từng làm growth experiment cho startup chưa?,,G021,
P01050,2026-01-20T05:01:36,group,2026-03-18T14:46:53,Case study này khá hay cho team kinh doanh.,,,
P01051,2026-03-01T04:32:58,group,2026-03-18T15:58:18,Ai có bài tập Neo4j hay cho mình xin với.,,,
P01052,2024-12-14T19:11:46,public,2025-12-04T07:06:37,Mọi người recommend tài liệu Spring Boot nhé.,,G046,
P01053,2025-08-09T10:27:38,group,2026-01-20T20:40:50,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G044,
P01054,2025-05-31T05:54:17,public,2026-03-01T13:14:05,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,G061,
P01055,2026-03-23T09:04:46,public,2026-03-31T20:20:44,Có ai học dataset Olist không?,,,
P01056,2026-03-16T18:58:25,friends,2026-03-24T11:44:13,Mọi người dùng KPI nào để đo hiệu quả content?,,G041,
P01057,2026-03-05T09:22:17,group,2026-03-28T04:51:56,Bài này giải thích khá dễ về budgeting.,,,
P01058,2026-01-02T11:56:09,public,2026-02-19T19:13:35,Typography nào dễ dùng cho mobile app?,,G010,
P01059,2024-06-21T02:58:11,group,2025-10-16T16:41:05,Có ai muốn lập nhóm học FP&A không?,,,
P01060,2026-03-07T02:45:04,friends,2026-03-18T08:30:14,Neo4j dùng cho friend suggestion khá hợp.,,G055,
P01061,2026-03-25T21:30:05,public,2026-03-31T09:29:41,Mình đang phân tích hành vi khách hàng cho shop.,,,
P01062,2025-12-10T03:45:53,public,2025-12-31T03:29:12,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_01062.jpg,G017,
P01063,2025-09-14T17:42:47,public,2026-03-25T08:40:03,Có ai học dataset Olist không?,,G049,
P01064,2025-10-06T22:37:05,group,2025-10-29T01:40:16,Có ai đang học system design không?,,G006,
P01065,2026-01-26T15:05:03,public,2026-02-24T15:26:21,Case study này khá hay cho team kinh doanh.,https://example.com/media/post_01065.jpg,,
P01066,2026-03-07T02:33:59,group,2026-03-28T16:47:40,Chia sẻ tài liệu SQL cơ bản cho người mới.,,,
P01067,2025-10-14T00:05:45,friends,2025-10-17T17:26:17,Chia sẻ bộ từ vựng chủ đề education.,,G036,
P01068,2026-01-30T05:48:32,public,2026-04-01T08:48:09,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_01068.jpg,G005,
P01069,2026-03-17T02:54:15,group,2026-03-26T16:19:03,Có ai học dataset Olist không?,,,
P01070,2025-11-12T16:34:38,public,2026-02-10T06:39:27,Mình đang học quản trị dòng tiền.,https://example.com/media/post_01070.jpg,G015,
P01071,2025-07-05T06:10:12,public,2026-02-15T01:18:50,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_01071.jpg,,
P01072,2024-11-15T19:43:20,friends,2026-03-25T05:33:36,Ai có bài tập Neo4j hay cho mình xin với.,,,
P01073,2025-11-10T02:56:55,group,2026-02-12T10:38:25,Mình cần template content plan cho fanpage.,https://example.com/media/post_01073.jpg,G089,
P01074,2026-02-23T23:03:53,friends,2026-03-27T12:48:58,Neo4j dùng cho friend suggestion khá hợp.,,,
P01075,2025-12-24T15:15:29,public,2026-01-04T02:36:07,Mình cần bạn học writing task 2.,,,
P01076,2025-10-12T00:01:51,public,2025-12-24T20:15:48,Có ai đã chạy A/B test cho landing page chưa?,,G040,
P01077,2024-11-17T10:04:03,group,2026-03-05T10:25:39,Mọi người recommend tài liệu Spring Boot nhé.,,G055,
P01078,2026-01-02T10:53:02,public,2026-03-12T03:02:40,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,,G081,
P01079,2025-10-20T06:59:43,group,2025-12-10T00:58:52,Có ai muốn lập nhóm học FP&A không?,,G048,
P01080,2025-02-24T18:54:57,group,2025-09-16T06:17:04,Có ai muốn lập nhóm học FP&A không?,,G048,
P01081,2026-03-18T09:18:03,friends,2026-04-01T16:13:06,Mình đang học về quy trình sales ops.,,,
P01082,2025-12-19T13:58:38,public,2026-01-07T00:56:56,Chia sẻ bộ từ vựng chủ đề education.,,G068,
P01083,2026-02-21T21:20:23,public,2026-02-24T11:14:59,Bài này giải thích khá dễ về budgeting.,,G017,
P01084,2026-03-09T22:03:53,public,2026-03-13T06:12:21,Neo4j dùng cho friend suggestion khá hợp.,,,
P01085,2026-03-18T04:45:41,public,2026-03-21T06:55:40,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G049,
P01086,2024-06-27T00:39:20,group,2024-09-01T07:25:12,Mình đang học quản trị dòng tiền.,https://example.com/media/post_01086.jpg,G044,
P01087,2025-11-16T22:31:38,group,2026-02-09T07:17:01,Có ai từng làm growth experiment cho startup chưa?,,,
P01088,2025-01-07T18:07:31,public,2026-03-17T04:36:55,Mọi người recommend tài liệu Spring Boot nhé.,,G082,
P01089,2024-10-27T04:24:48,public,2025-04-17T18:01:22,"Mình đang build app nhỏ bằng React, cần góp ý UI.",https://example.com/media/post_01089.jpg,G062,
P01090,2025-12-13T20:40:48,public,2026-01-27T04:33:41,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G009,
P01091,2026-03-09T17:29:33,group,2026-03-14T10:19:18,Mọi người góp ý giúp mình layout này với.,,G001,
P01092,2024-07-18T08:57:33,group,2026-01-15T07:53:21,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,,,
P01093,2026-03-23T23:14:03,friends,2026-03-30T22:05:07,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_01093.jpg,,
P01094,2024-05-20T03:44:47,friends,2024-08-12T11:57:36,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_01094.jpg,,
P01095,2025-05-11T04:16:26,public,2025-09-24T07:26:12,Mọi người học IELTS listening bằng nguồn nào?,,G038,
